Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y,type
0,0.6950048558852252,0.9163656234741211,539.8486511001873,1393.3675678838952,0.7786179184913635,505.8394779962547,1417.946804775281,0.7339365482330322,572.0569259129214,1429.3041900749065,0.8212095499038696,421.9924801029963,1400.4017439138577,0.486674040555954,611.9928458567415,1403.2291666666667,0.27112680673599243,428.44342521067415,-3.7686440114224897,0.4961354732513428,668.2625234082398,1209.92655664794,0.8948101997375488,755.7552814840824,928.2461376404494,0.9906723499298096,328.6730454119851,905.7971237125469,0.8007568120956421,320.8253599016854,656.3448765215356,0.9662432670593262,754.9624005149813,647.4006612827716,0.6961972713470459,556.1797021301498,600.0038404143259,0.3718039095401764,515.4697741104869,706.3656513342697,0.7352694272994995,655.9469364466293,277.7340458216292,0.764371395111084,679.525397940075,280.99901977996257,0.5868724584579468,485.67196278089887,656.8322068117977,0.5040194988250732,524.5657771535581,653.3042924859551,HOUSE
1,0.6053494863650378,0.8442519903182983,553.6942591292135,1356.741573033708,0.5659423470497131,501.3133485486892,1419.0687909644196,0.7392045855522156,571.1735574672285,1419.6362944756554,0.8042573928833008,415.95205699906364,1396.6994382022472,0.25327742099761963,615.300942181648,1400.8884889981273,0.3604494631290436,369.8660609784645,659.4862622893259,0.31197434663772583,430.3528792134832,-35.20471922913741,0.9324900507926941,759.1563524110488,923.6214009831461,0.9847555160522461,330.87649227528095,900.2084796348315,0.7707403302192688,318.7739934456929,651.5197799625469,0.9539711475372314,757.1433169475656,640.892658590824,0.38312774896621704,591.9118679775281,597.0140229985956,0.2513098120689392,677.2052024812735,667.0467579588015,0.8132866621017456,369.0503569756554,278.99231185627343,0.7609111070632935,690.3833099250937,280.4793934339888,0.27088260650634766,396.955392673221,576.3140434808053,0.29010874032974243,407.254067181648,583.2459547635768,HOUSE
2,0.5773574306684381,0.7867825031280518,542.7593925561798,1355.4487066947565,0.5710888504981995,390.7505266853933,522.509692474251,0.5088762640953064,562.0019165496255,1416.644136235955,0.7164446115493774,415.404304190075,1383.051410346442,0.13042372465133667,386.7449379681648,557.7308271886704,0.3822926878929138,366.71340999531833,655.1125058520599,0.21525952219963074,426.5944668773409,-29.697389066889045,0.9630852937698364,760.1187968164795,919.5520248127341,0.9864023923873901,328.11936739232215,902.2474104634832,0.7591071128845215,335.920236423221,644.9881495786517,0.9556542634963989,756.5491865636704,643.255866690075,0.35726481676101685,589.7766707631087,584.898978815543,0.3492714762687683,682.1400251638577,709.3310363998128,0.854322075843811,753.4911194990636,1150.843354985955,0.781059741973877,686.9659263810861,279.35771813553373,0.20730042457580566,347.8136704119851,649.8155138108615,0.29044055938720703,329.6981068586142,619.9082689606741,HOUSE
3,0.618453348384184,0.7653000950813293,536.7113617743446,1408.600479868914,0.6429765820503235,498.92782947097385,1404.638050093633,0.47975602746009827,566.1998185861423,1423.8218340355807,0.7958424091339111,407.4798103932585,1385.5040086610488,0.23802968859672546,611.7782947097378,1409.2137757490636,0.4662601053714752,367.4813465589888,663.5625877808989,0.4071364402770996,678.3570341760301,1236.5835674157304,0.9552032351493835,759.4187441479401,920.2609287219101,0.9823085069656372,328.939606741573,901.3178838951311,0.7383539080619812,692.6485691713483,-5.66837382227294,0.9507327079772949,754.3737564372659,643.8422430945693,0.5030527114868164,630.1036546114233,722.3624034410112,0.3775474429130554,671.3376345973784,703.6110867275281,0.830191969871521,756.5512347846443,1155.281410931648,0.7793959975242615,685.8039267322097,281.8687821863296,0.30539339780807495,395.8013664559926,560.0690177317416,0.2962256968021393,337.81996137640454,603.6120011118915,HOUSE
4,0.6709831076509812,0.9028099179267883,544.3356448970038,1397.0732385299625,0.7694945335388184,408.2748127340824,520.7621210791199,0.6673862338066101,575.8554248595506,1430.5909117509364,0.8205770254135132,409.3936534410112,1389.1609609082398,0.2378072440624237,615.7040028089889,1416.7907303370787,0.5904117226600647,373.1337049391386,666.4057379447565,0.4919588565826416,689.5911604634832,1246.8927024812735,0.9720048904418945,766.9102586610488,918.3255062031835,0.9918031692504883,332.13073501872657,899.818366690075,0.8466734886169434,321.5281922986892,659.9939284878277,0.9484678506851196,760.1602732911986,634.7436066245318,0.49669742584228516,625.060715121723,721.4386557818352,0.3209947943687439,678.3903909176031,668.4647120786517,0.9008236527442932,753.1231712312735,1157.0180828651685,0.737439751625061,686.7234316479401,281.9661092579588,0.37578120827674866,404.89671114232215,550.7117567883895,0.33558106422424316,414.773671582397,553.160697565543,HOUSE
5,0.6503330153577468,0.8283923268318176,539.3711230102997,1389.4589770599252,0.5945138335227966,401.49051966292143,527.881481156367,0.6883606314659119,568.6800678838952,1430.1632724719102,0.6634742021560669,404.20455875468167,1393.1113939606741,0.26159587502479553,607.974455758427,1413.1266093164795,0.5648763179779053,376.459137991573,666.5156103698503,0.4450513422489166,693.2333362593633,1241.796728698502,0.9581650495529175,767.8606331928838,914.9661312031835,0.9817609190940857,332.0332250702247,899.7075433052435,0.8956385254859924,326.2896477059925,658.2719598548689,0.9361363649368286,761.8019955524344,647.3607209737828,0.4744334816932678,560.805389747191,583.7494147940075,0.4519749581813812,680.4032800795881,697.9806735720974,0.8433759212493896,752.7092111423221,1155.789369733146,0.6584908962249756,689.5382724719102,279.88220900632024,0.4434402585029602,402.8018931413858,548.3847583099251,0.3659803569316864,416.81077364232215,548.9355102996254,HOUSE
6,0.6868105758638943,0.8635926246643066,531.434925093633,1399.7861072097378,0.631209671497345,500.48996371722853,1422.0675327715355,0.7608590126037598,560.8505237593633,1437.3531132958801,0.8250624537467957,409.2060217696629,1396.8515917602997,0.3502151072025299,613.0729166666667,1412.460791198502,0.5718050599098206,392.12488295880155,722.0264952013109,0.45150724053382874,697.242509363296,1240.4472436797753,0.9753158688545227,772.8566830524344,916.3954968398876,0.9758100509643555,330.0890976123595,901.7567883895132,0.8549526929855347,328.87823326310865,662.85390332397,0.9336770176887512,328.93653441011236,667.9980102996254,0.4854707419872284,561.2767000234082,591.6566815894195,0.6167293787002563,684.989612593633,696.1284966058053,0.7699505090713501,652.3603552200375,279.54357590121725,0.632123589515686,693.8247600655432,280.2046940835674,0.625159502029419,449.35978464419475,714.0798367275281,0.3523392677307129,484.84996781367045,701.245391502809,HOUSE
7,0.6625247597694397,0.9206514358520508,528.5758280664794,1397.7532478932585,0.6497504115104675,498.2914179541199,1426.1331051029963,0.7743949890136719,557.764293656367,1444.8810568820224,0.9181410074234009,410.74525983146066,1401.1503686797753,0.2791914939880371,608.123829588015,1416.6374063670412,0.21410635113716125,399.134919241573,1229.6696512172284,0.5371491312980652,433.5425444756554,-17.751898033342112,0.9438822269439697,777.5057789091761,903.3211903089888,0.9840134978294373,323.24906367041206,905.0425737359551,0.7123978137969971,696.7807086844571,-5.431957459181882,0.9057348370552063,759.742655664794,651.9630735018727,0.4825883209705353,550.9537394662922,643.3024637172285,0.3381308913230896,694.8529669943821,718.8520452949439,0.7476898431777954,649.1927814840824,276.10364363881087,0.6629518270492554,688.8156893726591,279.29418670997194,0.5897077322006226,346.0004827949439,660.1862418071162,0.6024391055107117,334.25576427902627,652.2934222846442,HOUSE
8,0.661058198003208,0.8974717855453491,528.2164384363297,1397.8897471910113,0.529799222946167,506.7482297518727,1426.5825433052435,0.7390806674957275,564.0114407771536,1443.2130735018727,0.7935228943824768,414.9856624531835,1401.7098256086142,0.3661174774169922,611.4858380149813,1408.3571804775281,0.34060508012771606,390.27299859550567,1189.60703417603,0.582037627696991,437.2098109784645,-17.07113430294651,0.9175854921340942,790.3127194522472,912.2936417368915,0.9688249826431274,312.2045441245318,898.1376550795881,0.8150835037231445,302.3590385065544,668.4486920646068,0.9224547147750854,766.5864202949438,668.1584298923221,0.5315611958503723,470.43136996722853,603.0251492275281,0.33060815930366516,507.26386938202245,622.3049801029963,0.7237551212310791,649.2575930477528,275.2953827247191,0.4658850133419037,681.7251872659176,277.2327071629214,0.6761088371276855,476.33726884363296,664.2371839887641,0.6374875903129578,463.1457748127341,698.7023057116105,HOUSE
9,0.6429642228519216,0.8473976850509644,526.8646857443821,1403.7868679775281,0.5843112468719482,506.74991221910113,1423.4183345037454,0.7137407064437866,562.9552902621723,1444.1554014513108,0.7231078147888184,411.3698209269663,1395.1588834269664,0.3890876770019531,609.3770482209738,1399.2193352059926,0.1866910755634308,402.7747542134832,1232.8429307116105,0.6123424172401428,438.66368211610495,-20.83304301629799,0.9477251172065735,798.2200228230338,920.1108965355805,0.9511442184448242,299.879301264045,907.4817123127341,0.8694424629211426,734.2561300327716,673.9942503511236,0.9667413234710693,330.1732941245318,694.9924654728464,0.5120782256126404,454.29285170880155,597.4656191479401,0.4604618549346924,463.54239817415737,576.8060919943821,0.6961541175842285,645.0691274578653,274.43304511938203,0.534072995185852,682.3177083333333,255.32980015215358,0.6104092001914978,398.7835761938203,616.8328651685393,0.32548364996910095,500.7796406835206,657.2951779026217,HOUSE
