Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.5066484528429368,0.795221209526062,481.49629857209743,1395.6315835674159,0.12216654419898987,440.40518199906364,1414.0298747659176,0.6473562121391296,476.3191274578652,1416.4122483614233,0.403250128030777,370.8481097846442,1375.882344335206,0.13471463322639465,528.5493474953183,1372.2809866573034,0.26140010356903076,360.4596793071162,717.5936329588015,0.13247087597846985,308.702890917603,664.3102615870787,0.9789592027664185,726.6457455524344,830.6735720973783,0.9958363771438599,248.68826076779033,801.9506378745318,0.8618197441101074,718.4094101123596,530.5188582631087,0.9895336627960205,713.7640449438202,518.8121781367041,0.3616839647293091,390.10957982209743,615.5553604868915,0.21807146072387695,632.5767351357679,476.0173074672285,0.5251806974411011,720.3338600187267,1121.9880179073034,0.6578890085220337,278.90954178370794,1127.7590999531835,0.3061484694480896,419.0829090589888,1100.3129389044943,0.22132140398025513,311.8868504213483,486.60050181413857
1,0.4728017764932969,0.36881691217422485,490.19582455524346,1412.5443293539327,0.08933091163635254,392.0662160580524,342.9923776919476,0.5741751194000244,474.87301029962555,1423.048045411985,0.3714715838432312,386.17172869850185,1368.4331109550562,0.2593245506286621,442.2169066011236,1374.6652621722847,0.08191120624542236,320.4674332865169,1191.019063085206,0.08329525589942932,320.98980278558054,652.1968632958801,0.9451773166656494,724.6123010299625,831.9034556413858,0.9954589009284973,245.05676498127343,797.1030840355805,0.8002371788024902,715.9635416666667,528.008434281367,0.9787302017211914,234.7758661048689,531.3310510299625,0.36919957399368286,367.2975918773409,575.8172401685393,0.19404152035713196,433.2818352059926,1003.1547723548689,0.6356277465820312,708.9613325140449,1131.4392409878278,0.6334004998207092,283.6983555711611,1136.8869235720974,0.19087910652160645,310.85959445224717,466.65412131320227,0.46655261516571045,262.3657683754682,1036.6327247191011
2,0.44474368410951953,0.3676842451095581,492.67241631554305,1413.7532186329588,0.11324498057365417,352.687265917603,307.5679570458802,0.5667475461959839,476.5260709269663,1426.376404494382,0.33344724774360657,385.8160697565544,1370.2061388108614,0.25967109203338623,525.8658122659176,1386.143053604869,0.09121426939964294,315.5488500702247,1190.9939723782772,0.04633885622024536,636.7342579588014,1146.2134246254682,0.9584405422210693,721.0599543539327,839.5281045177903,0.9939075708389282,249.27215004681648,796.2205202481274,0.7596211433410645,715.3143287687267,530.0462678487828,0.9821798801422119,243.62425386235952,525.7734228698502,0.2814910411834717,360.43502750468167,591.7804892322098,0.14108631014823914,440.7853464419476,1008.1655986657304,0.4570204019546509,725.0972904962548,1132.302419826779,0.5845569372177124,284.613910346442,1139.3096032303372,0.17386463284492493,303.9472144194757,478.35996020599254,0.45012593269348145,259.5940133426966,1033.2994645365168
3,0.4585687325281255,0.6513994932174683,468.1432876872659,1394.0447975187267,0.15348008275032043,433.0170294943821,1413.0167368913858,0.6951265931129456,469.1851738061798,1425.009216994382,0.22457745671272278,384.74265566479403,1370.2576369382023,0.21402975916862488,520.8445253979401,1385.7871020599252,0.07800319790840149,315.4536809456929,1189.7855220037454,0.06021404266357422,642.2979576310861,-16.975565135255735,0.9618052244186401,719.8118562734082,834.4684866573034,0.993010938167572,247.62121079119856,805.19297167603,0.7522349953651428,714.8501141151685,529.6162877457865,0.9814683198928833,245.20196921816478,526.2038418773409,0.2518821358680725,393.30290262172286,617.7566859784645,0.1407773494720459,406.64713541666674,445.32599631320227,0.5402314066886902,725.8866602294008,1132.0100362827716,0.636026918888092,292.10952130149815,1138.2314343398878,0.15742447972297668,301.5797635767791,477.91308227996257,0.30397605895996094,255.51659058988764,1011.439533590824
4,0.439909931491403,0.6436195969581604,461.90755208333337,1392.7001404494383,0.10756546258926392,428.0104459269663,1413.5116748595506,0.490803986787796,472.42845856741576,1419.9622542134832,0.24383947253227234,385.5733555711611,1371.836961610487,0.11131638288497925,516.8035317181648,1384.594305945693,0.05125346779823303,313.9453125,1183.119294241573,0.03725022077560425,664.2344042602997,-37.44000267000234,0.9556624293327332,724.4571482911986,836.3849631320224,0.9936909675598145,245.5269779962547,806.0181121254682,0.6370636820793152,712.2234170177903,529.7478493679776,0.9885959625244141,247.56056882022472,525.8411604634832,0.4062787592411041,367.26226006554305,558.5155152738764,0.1589924693107605,385.69368855337086,420.4212751638577,0.5109999179840088,724.8051995552435,1127.6672957631085,0.7046353220939636,284.7114934456929,1138.1011528558054,0.20179906487464905,299.8569171348315,461.6726650280899,0.23510167002677917,699.8169036750937,495.7853464419476
5,0.43548093122594494,0.6591391563415527,463.886645599251,1381.1137933052435,0.10685548186302185,447.4637903792135,1411.0352294007491,0.50956791639328,471.38488998127343,1424.6556062734082,0.15387117862701416,419.91719335205994,1375.4984492041199,0.08417883515357971,689.4305214185395,1072.347041783708,0.046772122383117676,309.453051849251,1181.034132139513,0.04037916660308838,638.7077188670412,-14.001650006583567,0.9611376523971558,721.2590706928838,842.0719218164794,0.9948194026947021,243.7874531835206,792.594145014045,0.5635924339294434,708.6735574672284,531.6970973782771,0.9821702241897583,243.80398525280896,527.7765098314607,0.2603014409542084,367.06797167602997,540.3869674625469,0.22838857769966125,401.53836025280907,438.20155225889516,0.5208823680877686,727.0047694288389,1126.489934456929,0.6355222463607788,283.16969510767797,1136.35233789794,0.3102720081806183,302.3891766151686,441.32209006320227,0.34532561898231506,261.455626755618,1029.5510007022472
6,0.4443810669814839,0.6799191236495972,466.54925971441946,1383.1369967228466,0.08109796047210693,444.7370230571162,1410.1954588014983,0.45293429493904114,476.1277650983146,1422.5648115636704,0.1967327892780304,424.8018346207865,1373.3950725655432,0.07030066847801208,454.27785580524346,1366.9711200842696,0.07377585768699646,665.690396769663,977.547035931648,0.05385822057723999,355.20116455992513,340.9338424625468,0.9560449123382568,724.2114349250937,831.1197916666667,0.9928542375564575,246.00677375936334,796.5451632724719,0.5928725004196167,257.7160141619851,529.2433652270599,0.9805942177772522,241.1590736189139,525.6120523174158,0.26215240359306335,311.81823501872657,559.3736832865169,0.18515413999557495,403.4964595037453,447.2184793422285,0.6884667277336121,722.633134363296,1126.490227059925,0.6592226624488831,283.4772940074906,1136.4405577013108,0.3391972780227661,301.2521945224719,438.51039472144197,0.2893001437187195,253.24394311797755,1017.493050678839
7,0.44850968262728524,0.750615119934082,469.43564197097385,1384.6181530898878,0.06499558687210083,706.0257929541199,768.1288038389513,0.5739012956619263,479.1399666432585,1423.63047167603,0.28174251317977905,419.2395979634832,1373.3078768726593,0.05928733944892883,456.07275573501875,1396.289940308989,0.08237072825431824,311.7734667602997,1177.9942796114233,0.0627584159374237,351.6476474719101,350.7819083567416,0.9642050266265869,728.6197916666667,829.9677405196629,0.9944592118263245,239.80190777153564,803.023978815543,0.6063429117202759,257.6215765449439,527.96875,0.9850271940231323,232.98455056179773,527.4394311797753,0.17034757137298584,539.9061475889514,441.1375307233146,0.14289656281471252,409.3486657303371,470.5478991104869,0.7720860242843628,723.4752457865168,1121.8305974953184,0.7048670649528503,426.1296670177903,242.63487169358615,0.25291603803634644,347.39005442415737,368.87018668071164,0.1558459997177124,698.7505120552435,519.4797152972847
8,0.4739756373798146,0.7632176280021667,473.4477411048689,1387.2350479868915,0.10769736766815186,716.3146652621724,767.6060685861423,0.7068365812301636,477.82164384363296,1423.8761118913858,0.2638114094734192,415.8702744616105,1333.4917778558054,0.12274578213691711,453.28432233146066,1392.972261235955,0.06563735008239746,317.8887230805244,1172.6893141385767,0.04395967721939087,368.56609901685397,395.64112974016854,0.9809060096740723,739.9994879447565,826.6676176264045,0.9955364465713501,244.10368387172286,805.9148232677903,0.6677470207214355,249.05694054307116,527.2680023993446,0.9596912860870361,241.68875819288394,531.8999444054307,0.15830767154693604,366.38328066479403,564.1150953885768,0.3384706974029541,408.3269692181648,475.2968823150749,0.7126014232635498,727.4879301264045,1121.614363881086,0.7593268156051636,434.2174332865169,239.97479956694758,0.15250274538993835,339.0208772237828,386.6328344452247,0.2585899233818054,695.3336405664795,505.98691333099254
9,0.46899382507099824,0.6055914163589478,477.1006700608615,1381.9074789325844,0.098987877368927,709.1977557350187,807.0610223548689,0.6480811834335327,482.56546992041206,1422.4302141853932,0.2123834788799286,421.5338980571162,1374.9485018726593,0.09576153755187988,454.58874648876406,1394.5631437265918,0.06765994429588318,332.05026919475654,1119.1052200374531,0.035325318574905396,346.922109082397,597.1636528558053,0.9875574111938477,748.4136528558054,833.9988588483146,0.9976911544799805,240.39208801498125,813.0420470505618,0.8819178342819214,706.6259948501872,536.8886060393259,0.9651777744293213,242.75697858146066,541.7549596207865,0.47505372762680054,418.07167310393265,507.7047123712547,0.13123199343681335,411.3262230805244,466.74362125468167,0.7216402292251587,721.9795324204119,1120.100948033708,0.6660900115966797,411.2656542602997,240.49416988529964,0.23927825689315796,530.9581285112359,1095.8112418071162,0.14346587657928467,680.591789559925,468.2254359784644
10,0.4941664390704211,0.7766218185424805,474.597890332397,1391.5328007958801,0.20573502779006958,449.1687148876405,1418.321336610487,0.6799508929252625,477.8803107443821,1437.5852937734082,0.22883111238479614,417.59165788857683,1335.5705758426966,0.0696512758731842,700.2958947799625,1088.8209562265918,0.09959343075752258,693.9180272705994,1008.9712078651686,0.11166614294052124,664.040701076779,1150.9631027621724,0.9245069026947021,747.0127428604869,841.2215443586142,0.9779624342918396,228.07898817883893,815.3220827481274,0.8990593552589417,694.1758836610488,555.1690513810862,0.987977147102356,257.8589507256554,558.1455919358615,0.18965816497802734,521.110867275281,474.3448618913858,0.4080852270126343,539.7168334503746,471.1981726942884,0.8271143436431885,703.6296670177903,1120.4222992743446,0.6229714751243591,413.28622425093636,234.9520862593633,0.28916674852371216,337.2438992275281,486.89507988061797,0.1022779643535614,312.09737827715355,427.2194303019663
11,0.5274557401152218,0.4145590364933014,488.5248419943821,1408.1138810861423,0.09547770023345947,299.9397969335206,465.1029596793071,0.5886068344116211,482.7923103932585,1422.3272179307116,0.7801917791366577,338.1887874531835,476.3298074672285,0.1467711627483368,350.48974426498125,471.97613091058054,0.17479220032691956,341.104064255618,582.7736569522472,0.16610240936279297,323.47319756554305,602.1673103932585,0.8308221101760864,759.8904201779026,853.7060363998128,0.9958380460739136,213.11592930711618,825.1532508192885,0.5603625178337097,277.91630091292143,588.6257168773409,0.9946738481521606,262.89969569288394,595.6297182233146,0.4965068995952606,572.9160083099251,609.6380135182585,0.2918490171432495,454.01180653089887,506.791096090824,0.8627665042877197,667.3836171582398,473.63102030664794,0.7983028888702393,622.6190162687267,478.47630647237827,0.3775239884853363,697.5132402855807,579.4952598314607,0.391600638628006,654.3413506554307,578.1428487827716
12,0.4801991424139808,0.1646677851676941,487.69743387172286,1407.416022940075,0.10543367266654968,660.1215765449438,1158.4486189138577,0.6006337404251099,483.77611481741576,1425.8934632490636,0.19821247458457947,401.87968164794006,1367.1721383426966,0.2940646708011627,432.0632168773409,1377.5430126404494,0.3228006064891815,641.0475187265918,400.5800854400749,0.3904426097869873,301.90528441011236,631.2027446161048,0.6709834933280945,744.4214507256554,848.2141707631087,0.9617547988891602,216.59439372659176,840.538682116105,0.684275209903717,701.3314167837079,670.3923806179776,0.9970077872276306,279.11487593632967,641.7386470037453,0.42724373936653137,632.2733058286517,305.791015625,0.5145058631896973,398.95672401685397,565.8264937382959,0.5516553521156311,640.2531747425094,486.963987886236,0.6331222057342529,634.3799742509364,150.50060715121722,0.5222375988960266,581.7777826544944,1079.6763810861423,0.12434381246566772,346.531410931648,109.78771652621724
13,0.48920154396225424,0.03407451510429382,619.4034556413858,740.5334152621723,0.022737473249435425,654.025851474719,1157.3858848314608,0.2787424921989441,484.31640625,1429.7211493445693,0.17126896977424622,615.1102381788389,586.605622366573,0.3707848787307739,420.2373010299626,1370.9263810861423,0.08434262871742249,638.7104254447565,465.12069873595505,0.31565937399864197,304.6695780664794,672.3521623361423,0.6018725037574768,755.5368533473784,863.0304160814607,0.8727827668190002,202.6898261938203,844.5434661750936,0.6660704612731934,284.50067298689146,689.0578183520599,0.9684001207351685,279.7118591994382,680.4358321629213,0.5667545199394226,578.8657976357679,1098.0947155898878,0.8304517269134521,635.6958099250937,1054.9530372191011,0.9373365640640259,628.5477381788389,716.0278411750936,0.774449348449707,631.6594978932585,124.73870552434457,0.2690569758415222,608.4175298455057,478.2003086961611,0.5516409277915955,694.028996956929,727.5806852762173
14,0.493596613407135,0.09518784284591675,475.62931589419475,1406.0115285580525,0.028556853532791138,440.5384626638577,1407.3949555243446,0.28934401273727417,485.23898349719104,1443.1143199906367,0.11526182293891907,421.8720008192885,1370.5382432116105,0.4019993543624878,421.52197448501875,1375.628364934457,0.24892351031303406,753.1239758895131,832.1716262874533,0.36863207817077637,350.76822916666674,361.43452276451313,0.5181190967559814,640.7391151685395,118.6051249414794,0.9478198289871216,196.90170002340824,845.0259685159176,0.5878755450248718,730.5143960674159,878.8267351357679,0.9315269589424133,655.0112652153559,821.4295850889513,0.5686495304107666,562.6777563202247,1156.0150397940076,0.6015806198120117,382.3912248361423,488.11366163389516,0.6591718792915344,681.7109228698503,1133.8811592930713,0.9734954833984375,638.8516795411986,751.7054365636704,0.3880075514316559,697.4261908941949,822.8037219101124,0.6669904589653015,702.1714799859551,832.8775310159176
15,0.5305837042191449,0.05076214671134949,442.1692854634832,1428.9998829588014,0.02172785997390747,492.4048308754682,932.7570517322098,0.37902942299842834,602.6179190074906,787.3596237125469,0.15524867177009583,556.0315718632959,762.4442591292135,0.4667479395866394,416.2842345505618,1370.485867275281,0.354602575302124,344.61434925093636,763.5922138342697,0.5825258493423462,407.8887230805244,759.5738237359551,0.5295025110244751,201.97572858146066,827.7006525046817,0.965503454208374,204.68574438202245,835.0692006086142,0.8499675393104553,293.67743445692884,762.9076691245318,0.9908512830734253,289.9915876638577,782.0194727294008,0.9035440683364868,432.69831168071164,462.91970242275283,0.566561758518219,620.167661516854,492.8129023291199,0.48308265209198,636.8085059691011,125.80160419592697,0.9748759269714355,598.5258661048689,832.7745347612359,0.18235298991203308,666.1821892556179,886.1449555243446,0.563036322593689,675.0415496254682,892.9231770833334
16,0.4889964233426487,0.2160567045211792,447.99742509363296,1393.2369206460676,0.1635076403617859,422.2143463249064,1408.9355102996255,0.254672646522522,465.21981800093636,1429.4090882490636,0.11042675375938416,406.12045002340824,1388.9343398876406,0.2769652009010315,429.3410580524345,1382.6397179307116,0.1608455777168274,304.8315338249064,1165.1335001170412,0.32352566719055176,373.2862974016854,318.85080173220973,0.6370391845703125,201.45679716760299,845.377969920412,0.7073131799697876,208.45132549157302,838.5056764981274,0.7771211266517639,323.0775983146068,833.7411487593633,0.8641800880432129,327.2813524110487,811.8607356039327,0.7847070693969727,431.7632256554307,473.82589390215355,0.5043272972106934,627.5150690543071,913.0642848782771,0.6532853245735168,337.21003043071164,807.1370991338952,0.9461472034454346,744.3773408239701,830.8759070692885,0.5052703619003296,599.0668890449439,919.751799508427,0.4275481700897217,730.228522940075,932.8426381086142
17,0.5596078248584971,0.45605719089508057,457.4810539559926,1385.0327715355807,0.24612683057785034,442.926176264045,1357.4568410580525,0.37052035331726074,484.7934222846442,1408.6639747191011,0.5312031507492065,373.9472875702247,948.3437207397004,0.24964618682861328,431.71567766853934,1379.3207221441949,0.7135439515113831,351.4546026451311,853.1115402621723,0.24599474668502808,373.3312119616105,318.82106595271534,0.5802358984947205,636.838058871723,112.8322232707163,0.7030761241912842,330.4927434456929,99.52973212195693,0.9550305604934692,297.81359726123594,846.6211669007491,0.7053979635238647,354.9423572097379,856.006408005618,0.9422019124031067,415.18741221910113,496.39374122191015,0.32131242752075195,648.7358087546818,1136.0371313202247,0.6102549433708191,218.44627808988764,840.4228844803371,0.8761627674102783,751.7893404728466,831.7275280898876,0.4507824182510376,350.4742363061798,819.4130383895132,0.555785596370697,679.3362301029963,913.0320253979401
