Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.6139859557151794,0.9161509275436401,441.2467813670412,1278.0694054307116,0.8435148596763611,398.2100743211611,1309.0328007958801,0.9075702428817749,421.35541022940083,1342.5118504213483,0.684296727180481,356.69073326310865,1264.0594276685395,0.37447917461395264,525.3773115636704,1278.2941245318352,0.5971296429634094,769.4574408941949,796.3633836610487,0.8652359247207642,527.3740344101124,1054.404772354869,0.9677293300628662,640.3558052434457,1058.0195897705994,0.9898539781570435,179.96810627340824,770.3300561797753,0.987240195274353,726.4878862359551,782.6621752106741,0.991979718208313,302.734301849251,657.1138371956929,0.5494899153709412,544.5287628745318,780.7106595271536,0.35244953632354736,308.56032010767797,947.812426849251,0.07179298996925354,395.867348431648,-5.080026919475656,0.14819562435150146,290.9305506788389,1019.0237301029963,0.1057928204536438,418.34415964419475,33.21453423089302,0.08485963940620422,350.1302814840824,513.3413799157304
1,0.6568098734406864,0.9564065933227539,442.867582514045,1276.7775632022472,0.8075588941574097,448.45359316479403,1321.8226240636704,0.941666841506958,457.2668685627341,1349.4336669007491,0.6650475263595581,359.4464682818352,1258.2907595973784,0.46338436007499695,509.7438992275281,1259.9833216292136,0.8177470564842224,401.5330933988764,1076.9156718164795,0.8782385587692261,520.3519282537453,1061.2794797518727,0.9506562352180481,646.3814518960673,1067.9637025983147,0.9902047514915466,180.8654465121723,772.0343954822098,0.844950795173645,732.6852908473784,817.4279465121723,0.9842796325683594,301.34948501872657,658.4530079588015,0.6798355579376221,494.8869089419476,809.9939284878277,0.3859413266181946,611.4260007022472,381.103515625,0.153489351272583,367.67344042602997,24.05155481917135,0.30879902839660645,319.2795382724719,655.5416081460675,0.23340719938278198,712.5925356975656,808.9668919709738,0.10415413975715637,361.76885826310865,744.3298659878277
2,0.6420032013865078,0.8769571185112,450.9176029962547,1280.9158473782772,0.6762033700942993,388.64224894662925,1330.1073852996255,0.918034553527832,453.8031074438203,1353.2771535580525,0.7660513520240784,355.6970534878277,1253.8790379213483,0.35817816853523254,478.4906074438203,1246.63360252809,0.7448258399963379,425.209137991573,1064.2741982677903,0.8918174505233765,491.00106800093636,1070.252882139513,0.844833493232727,629.1004652387642,1068.525866104869,0.9884940981864929,177.83177522237827,769.1054394897004,0.7256298065185547,279.89444346910113,672.049610838015,0.9855550527572632,300.03145482209743,656.9269370318352,0.4687095284461975,488.7583391853933,826.2230073735956,0.46237385272979736,560.130866690075,814.1240929307116,0.39262649416923523,631.5031015917602,1063.8785258661048,0.3193081021308899,295.5206138810862,413.6103552200375,0.23008808493614197,599.0057350187267,-69.87585403499531,0.26436805725097656,617.4796640917602,695.2569054307116
3,0.633727210409501,0.8594273328781128,439.8638664559926,1275.557116104869,0.5617470741271973,399.1019282537453,1313.1431413857679,0.9289470314979553,454.6120084269663,1342.454061329588,0.7665460109710693,368.6503686797753,1234.709445224719,0.3587723970413208,493.18666608146066,1249.2484492041199,0.7256946563720703,416.69812148876406,1073.43281835206,0.8465067148208618,501.75057057584274,1077.5084854868915,0.7013989090919495,602.5105337078652,392.71787950608615,0.9897580146789551,175.49537687265922,768.5800708099251,0.6590601205825806,276.30778909176036,668.7341262874533,0.988236665725708,296.3889132724719,655.7470154494382,0.6640759110450745,481.4952013108615,832.2782069288389,0.6714507341384888,593.666096090824,378.26106039325845,0.38492631912231445,630.4359053136704,1064.3987739934457,0.21563664078712463,251.49754213483152,1001.1505149812734,0.17829805612564087,589.679453417603,-75.66573582338484,0.2728799879550934,708.4230161516855,812.5335030430712
4,0.6277114152908325,0.9149569272994995,436.15731800093636,1292.7346676029963,0.738000750541687,432.52699262640454,1335.076954588015,0.9726756811141968,477.20520248127343,1338.2672050561798,0.8039309978485107,379.28648759363296,1265.7234609082398,0.5461119413375854,509.80871079119856,1267.0877223782772,0.5022494792938232,522.5408912687266,1046.8826808286517,0.7844798564910889,495.19897003745325,1085.565235838015,0.30512967705726624,847.4625468164795,799.9002223782771,0.9920839071273804,170.69164033239701,770.457192181648,0.6753226518630981,277.36211083801504,661.9747044709738,0.9888805150985718,300.89726708801504,655.2863120318352,0.8042550086975098,621.0497132490636,1022.2375351123596,0.39332345128059387,651.417807818352,1037.96172752809,0.45007646083831787,606.679541198502,362.78795792368913,0.3419916331768036,411.5727411048689,225.42112886235955,0.3345438241958618,510.3383953651686,1024.9439665262173,0.12308129668235779,649.2939489700375,794.9673747659176
5,0.6859658483196708,0.9855027198791504,445.4632636938203,1272.9576310861423,0.9423903226852417,398.7339799859551,1331.3139337546818,0.9894347190856934,472.64681355337086,1332.5465238764045,0.7867197394371033,381.2129125702247,1273.2601825842696,0.6435644626617432,506.3678458567416,1269.5217404026218,0.4394048750400543,346.7652007256554,1155.2876287453184,0.8905700445175171,487.19379096441946,1097.559691011236,0.4060024321079254,593.14219042603,463.6648525280899,0.9920430183410645,168.4208216292135,769.8136118913858,0.8938809633255005,680.5884977762173,815.2674391385768,0.9746242761611938,300.9367684925094,653.6520511470038,0.8085426092147827,622.2240753745318,1012.0045499765918,0.6252347230911255,624.0221939372659,1036.4598694990636,0.29424619674682617,617.0074028558054,803.6857736423221,0.3236912488937378,383.56083216292143,187.82815426029964,0.22203248739242554,659.2793188202247,837.7656103698503,0.44353458285331726,620.7013693820224,812.3940045646068
6,0.6973393804886762,0.9477421641349792,431.2625819288389,1297.1853054775281,0.8699179291725159,457.4959035580524,1323.2929541198503,0.9966952800750732,470.0140449438203,1346.1399812734082,0.6321514248847961,368.87333216292143,1266.7619089419477,0.6859906911849976,508.2393346207865,1277.551644428839,0.2640717029571533,589.9434544709738,-31.176789815952716,0.8996595740318298,459.3619060159176,1102.0164735486892,0.5578970909118652,598.2825667134832,462.5303209854869,0.9905411601066589,169.2843662219101,767.4171933520599,0.9835089445114136,527.3337283473783,1062.243533473783,0.9517805576324463,299.76379623127343,647.678048923221,0.8489941358566284,625.6655255149813,1016.0024578651686,0.46312183141708374,637.2368767556179,1030.4258105102997,0.364570677280426,638.6791900749065,844.1215326544944,0.2929260730743408,649.5034527153559,863.4092638108615,0.5851343870162964,527.0107677902622,1020.1407420411986,0.5200658440589905,647.4724221676031,799.3251111891386
7,0.6661082453587476,0.927430272102356,430.63414384363296,1289.8876404494383,0.9016634225845337,419.31947858146066,1322.269136235955,0.9898287653923035,472.39444346910113,1349.9338717228466,0.60354083776474,371.3883280664794,1268.9205875468165,0.537631094455719,502.06884948501875,1268.840560627341,0.45676615834236145,441.447507022472,1060.2243533473784,0.8527898192405701,509.97417778558054,1080.3843340355807,0.47435545921325684,863.2661809456929,797.2155167368915,0.9903843402862549,167.52520043305242,765.8274081226592,0.7976207733154297,559.0330202481274,1039.7077627574906,0.9256060123443604,298.31636235955057,649.2941684222847,0.7245118021965027,619.8588190543071,1003.2135855571162,0.7422113418579102,638.5952130149813,1031.0992363061798,0.4135415256023407,860.7061973314608,807.9522910814607,0.21169254183769226,284.3256232443821,1029.2377691947565,0.25610649585723877,688.4023144897003,835.9505208333334,0.5181595087051392,655.954617275281,791.3370493913858
8,0.5981964802040773,0.8460513949394226,438.11775807584274,1295.5236130617977,0.8052786588668823,436.52672928370794,1314.3611013576779,0.9646441340446472,471.13361715823976,1344.2478639981273,0.44316911697387695,376.67529845505624,1284.6118621254682,0.2917916178703308,498.38227118445695,1270.489524812734,0.3379996120929718,524.6994235720974,1032.935539559925,0.7563376426696777,520.3411019428839,1038.7939636001872,0.42579174041748047,865.4440250468165,791.5449438202247,0.9898126125335693,168.04515595739701,765.2379593867041,0.7540518641471863,651.1293012640449,834.4023583801498,0.9541543126106262,306.16017088014985,655.2792895599251,0.7161031365394592,549.251960440075,819.0750819288389,0.510214626789093,600.311329588015,401.3208465004682,0.5189809203147888,592.0959884129214,803.5758280664794,0.23809045553207397,485.5301966292135,1259.1998771067417,0.1712457537651062,688.5728288857679,832.3134655898876,0.4456225633621216,653.8991543773409,797.8897471910112
9,0.6088177824721617,0.7909321188926697,441.92342579588023,1291.95780664794,0.7998050451278687,465.1358409410112,1323.849777621723,0.980390727519989,476.7114349250936,1342.602118445693,0.31174027919769287,398.5922138342697,1232.950316011236,0.33643612265586853,497.1691391619851,1264.2889747191011,0.5797256231307983,507.7565396769663,1026.400471090824,0.7998524904251099,536.6526948735956,1038.5574672284645,0.4302408695220947,653.1859345739701,855.9324525983146,0.9840656518936157,170.5868884597378,765.6748888108615,0.9741570353507996,692.2727937734082,824.2611042837079,0.977317214012146,304.9807613529963,653.035390332397,0.5329635143280029,485.55440952715355,803.4725392088015,0.4280395209789276,370.9606156367041,867.9613617743446,0.3274167776107788,609.9737388810861,841.3949847846442,0.26139235496520996,542.7833128511236,771.8312558520599,0.5234173536300659,632.0974514279026,777.1809164325842,0.3120096027851105,641.4723782771537,792.9737242509364
